event_id,source_event_id,event_type,effective_year,event_date_est,event_date_precision,district_id,district_name,state,parent_district,child_district,source,confidence_score,event_status,pipeline_run_id
04af41e0-082f-4f6c-a530-5973f35c0b8d,aabb4b039d80,SPLIT,2016,2016-01-01,YEAR,Siddipet,Siddipet,Telangana,Medak,Siddipet,aabb4b039d80,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
04c1734d-f090-4535-81c8-a5bd38e42035,a81385c4fd55,SPLIT,1987,1987-01-01,YEAR,,,Arunachal_pradesh,Tirap,,a81385c4fd55,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
04ceb673-eba9-452a-8a7a-5905d00b86fc,66e2657f2668,RENAME,1961,1961-01-01,YEAR,Lohit,Lohit,Arunachal Pradesh,,Lohit,66e2657f2668,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
052000a0-5d2d-4004-a184-0f61ac93f8a4,546496a5ba93,RENAME,2001,2001-01-01,YEAR,,,Chhattisgarh,Kanker,,546496a5ba93,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
054634ab-1e42-4f94-9d46-10a2f83c9c4a,c13cb04df863,NEW_DISTRICT,1994,1994-01-01,YEAR,Kushinagar,Kushinagar,Uttar_pradesh,Deoria,Kushinagar,c13cb04df863,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0585ef2a-050d-4878-8ec8-23abda9c4d40,c1ce8ff8705b,NEW_DISTRICT,1987,1987-01-01,YEAR,Changlang,Changlang,Arunachal_pradesh,Tirap,Changlang,c1ce8ff8705b,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
05aab76a-c10e-49bb-a1ce-d80e199a29b2,bd8533deaf3c,SPLIT,2007,2007-01-01,YEAR,Hazaribagh,Hazaribagh,Jharkhand,Hazaribag,Hazaribagh,bd8533deaf3c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
05afed2e-bb89-49df-81de-7d1e6ae7e698,8697ac08b3dd,SPLIT,2012,2012-01-01,YEAR,New Delhi,New Delhi,Delhi,South West,New Delhi,8697ac08b3dd,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
05bbbd6d-38ea-483c-a8b6-ba9f8a0dca8c,63b6477755fc,NEW_DISTRICT,2020,2020-01-01,YEAR,,,Tamil Nadu,Nagapattinam,,63b6477755fc,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
05ec14fc-0900-4074-aae4-6f1d071a40f2,5b6909bd75f0,NEW_DISTRICT,1973,1973-01-01,YEAR,Mon,Mon,Nagaland,Tuensang,Mon,5b6909bd75f0,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0615b53c-a108-4335-a439-b3f7515a7614,e8b9567f1668,NEW_DISTRICT,1966,1966-01-01,YEAR,Kulu,Kulu,Himachal Pradesh,Kangra,Kulu,e8b9567f1668,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
06821f2f-ea96-45fc-b88e-17993bd3cf3f,40fe12259ae0,SPLIT,2012,2012-01-01,YEAR,,,Delhi,South,,40fe12259ae0,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
068bbd76-ca45-4289-8de9-401677229cbf,95ec2f91aa31,SPLIT,1979,1979-01-01,YEAR,,,Jammu and Kashmir,Srinagar,,95ec2f91aa31,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
06c0d543-b6fc-402a-9269-29f73641345d,d204ba7b69ab,SPLIT,1983,1983-01-01,YEAR,,,Assam,Kamrup,,d204ba7b69ab,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
06f2add2-617c-4513-a87c-0262e7941a82,4c7b1cf46066,NEW_DISTRICT,2012,2012-01-01,YEAR,Shahdara,Shahdara,Delhi,,Shahdara,4c7b1cf46066,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
073f6657-8245-4773-897c-51c868d87e52,ebc1282a359f,SPLIT,2004,2004-01-01,YEAR,Krishnagiri,Krishnagiri,Tamilnadu,Dharmapuri,Krishnagiri,ebc1282a359f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07600426-793b-4f51-9864-292e8c8c1634,bf707cada025,SPLIT,1998,1998-01-01,YEAR,,,Madhya Pradesh,Mandsaur,,bf707cada025,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07672b87-cd01-4597-a8ad-9ccf125488cc,9058669ed917,NEW_DISTRICT,2014,2014-01-01,YEAR,Alipurduar,Alipurduar,West Bengal,Jalpaiguri,Alipurduar,9058669ed917,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
078f48f0-e028-4080-9a5c-c8f2c1f08481,96959c06acc4,NEW_DISTRICT,1997,1997-01-01,YEAR,Navsari,Navsari,Gujarat,Valsad,Navsari,96959c06acc4,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07c1b9ef-1b88-47ec-a73b-160c7a598866,2dde5892aaa3,NEW_DISTRICT,2018,2018-01-01,YEAR,Niwari,Niwari,Madhya Pradesh,Tikamgarh,Niwari,2dde5892aaa3,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07c51b37-67b3-427b-b6c9-707dbe1c083a,6f9f311f3029,SPLIT,2013,2013-01-01,YEAR,Chhota Udepur,Chhota Udepur,Gujarat,Vadodara,Chhota Udepur,6f9f311f3029,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07c6c190-c97b-4720-bdf9-c1c3fed2965e,23014b934bcf,SPLIT,2012,2012-01-01,YEAR,Balrampur,Balrampur,Uttar Pradesh,Surguja,Balrampur,23014b934bcf,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07e4cab3-7f35-471e-b3cc-b070ae8f90eb,7e5b5a459ae3,NEW_DISTRICT,1993,1993-01-01,YEAR,Baudh,Baudh,Orissa,Phulbani,Baudh,7e5b5a459ae3,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
07f4de91-4b08-4313-8d25-490d83e9a6ba,44798eff1f9e,SPLIT,1995,1995-01-01,YEAR,Ambedkar Nagar,Ambedkar Nagar,Uttar_pradesh,Faizabad,Ambedkar Nagar,44798eff1f9e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
08126cfb-ac02-4539-b0a9-341f79057b68,1d818e49349d,NEW_DISTRICT,2016,2016-01-01,YEAR,Tengnoupal,Tengnoupal,Manipur,Chandel,Tengnoupal,1d818e49349d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
089f4409-b14d-4cdb-89dc-78819baa9a33,0ad959805ff7,SPLIT,1973,1973-01-01,YEAR,Purnia,Purnia,Bihar,Purnea,Purnia,0ad959805ff7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
08ba2767-5a0e-4f5b-8b41-80d83960d2bd,78f434e41aa7,SPLIT,1970,1970-01-01,YEAR,North Tripura,North Tripura,Tripura,Tripura,North Tripura,78f434e41aa7,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
08fbbcc1-9b01-4f23-bd57-47cca900d702,cf87104b3060,NEW_DISTRICT,1973,1973-01-01,YEAR,Zunheboto,Zunheboto,Nagaland,Mokokchung,Zunheboto,cf87104b3060,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
090a2a30-449d-4d44-b174-6d916b2f8a49,3c669bbbe711,NEW_DISTRICT,1973,1973-01-01,YEAR,Katihar,Katihar,Bihar,Purnea,Katihar,3c669bbbe711,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
090cd293-9588-4266-a8e8-4187f57e0dd0,767a8717faaa,NEW_DISTRICT,1991,1991-01-01,YEAR,Chatra,Chatra,Jharkhand,Hazaribag,Chatra,767a8717faaa,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
091cf6ff-fb4c-4670-8e44-0333ee33ab19,a4561b05f177,RENAME,2011,2011-01-01,YEAR,,,Delhi,East,,a4561b05f177,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
094b5618-692d-42f3-95af-11a67cf687dd,7e03b432d86d,SPLIT,1991,1991-01-01,YEAR,,,Bihar,Palamu,,7e03b432d86d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0971cd6b-f135-47f8-b914-ce14659a2d82,e69e0ee73e42,SPLIT,1981,1981-01-01,YEAR,,,Bihar,Saharsa,,e69e0ee73e42,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
09924361-de6d-4cfb-a5f8-ec18340a9525,7cbee166bd7a,NEW_DISTRICT,2016,2016-01-01,YEAR,Rajanna Sircilla,Rajanna Sircilla,Telangana,Karimnagar,Rajanna Sircilla,7cbee166bd7a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
099a3a41-8311-4035-ab39-ba8031b0a7c6,69b0c45cf89a,SPLIT,1983,1983-01-01,YEAR,Jorhat,Jorhat,Assam,Sibsagar,Jorhat,69b0c45cf89a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
09dca6c3-ba5b-4a46-a4cf-84d5c3cd98df,af26e0863558,SPLIT,1998,1998-01-01,YEAR,,,Madhya Pradesh,Shahdol,,af26e0863558,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0a2928b3-9b6b-450a-b9c3-b71472e1d830,d806dc66bbf5,SPLIT,1982,1982-01-01,YEAR,Dhaulpur,Dhaulpur,Rajasthan,Bharatpur,Dhaulpur,d806dc66bbf5,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0aab1525-5678-4cdc-b99a-5d8c63bcd364,3d148b9b2bcd,NEW_DISTRICT,2006,2006-01-01,YEAR,Samba,Samba,Jammu and Kashmir,Jammu,Samba,3d148b9b2bcd,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0ac53694-1003-43f9-b130-fd008e1394df,5f60b0c8d092,SPLIT,2012,2012-01-01,YEAR,Mungeli,Mungeli,Chhattisgarh,Bilaspur,Mungeli,5f60b0c8d092,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0ad75e94-a14b-467d-820b-a25c432e4e5b,4f15d8ea7741,SPLIT,1997,1997-01-01,YEAR,Bageshwar,Bageshwar,Uttranchal,Almora,Bageshwar,4f15d8ea7741,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0add88ea-b4f2-418b-a228-dc650b58d9be,7fdb204d2e60,SPLIT,2016,2016-01-01,YEAR,Mancherial,Mancherial,Telangana,Adilabad,Mancherial,7fdb204d2e60,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0aee44d9-4a09-44d0-b5f5-6706cbbe1d8c,a9fcca6a4890,NEW_DISTRICT,1990,1990-01-01,YEAR,Purbi Singhbhum,Purbi Singhbhum,Jharkhand,Singhbhum,Purbi Singhbhum,a9fcca6a4890,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0b064fac-c400-4023-b045-5c3e1e5f3b29,b5e8b448052d,SPLIT,2004,2004-01-01,YEAR,,,Assam,Naga Hills,,b5e8b448052d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0b440c4d-9646-4b09-9862-97c102098b57,c455ba3db273,SPLIT,1974,1974-01-01,YEAR,,,Manipur,Manipur Central,,c455ba3db273,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0b509387-7355-43b5-9ba0-d81eae13ad22,a6524e1e598e,NEW_DISTRICT,1997,1997-01-01,YEAR,North,North,Sikkim,Delhi,North,a6524e1e598e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0b71a670-920d-4278-b014-d7a5c5f35fc4,1da0e11e6180,SPLIT,2017,2017-01-01,YEAR,Kamle,Kamle,Arunachal Pradesh,Upper Subansiri,Kamle,1da0e11e6180,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0bcacd7a-a116-4224-90c4-ee028f75d1cb,110d18b0fdd4,SPLIT,1991,1991-01-01,YEAR,Rajsamand,Rajsamand,Rajasthan,Udaipur,Rajsamand,110d18b0fdd4,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0c159886-6d3a-4135-b0cd-d8765ac2f5bc,618bea30ec09,SPLIT,1973,1973-01-01,YEAR,Rajnandgaon,Rajnandgaon,Madhya Pradesh,Durg,Rajnandgaon,618bea30ec09,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0c54624c-1cc8-4cb8-8306-edc8451a5426,9dc37a806780,NEW_DISTRICT,1958,1958-01-01,YEAR,Ernakulam,Ernakulam,Kerala,,Ernakulam,9dc37a806780,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0c6f5af7-4864-4f6f-ab43-4a238fcd36f0,b9066945308c,SPLIT,1984,1984-01-01,YEAR,,,Kerala,Cannanore,,b9066945308c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0c94727f-67d3-42bf-83f8-ae68070d8839,3743673fef0f,RENAME,2011,2011-01-01,YEAR,,,Uttar Pradesh,Kanshiram Nagar,,3743673fef0f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0cdca7d0-0c22-40aa-9b75-1dfae314cd0d,56dab2fa4965,NEW_DISTRICT,2017,2017-01-01,YEAR,,,Nagaland,Tuensang,,56dab2fa4965,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0ce84210-38a0-40fb-8cc4-4f9f08d3d343,d70d4ce81e29,NEW_DISTRICT,1997,1997-01-01,YEAR,Bagalkot,Bagalkot,Karnataka,Bijapur,Bagalkot,d70d4ce81e29,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0d2afe3f-8189-4318-8ea3-0dd0d1dfb3ab,b77758319ab8,SPLIT,1969,1969-01-01,YEAR,Manipur South,Manipur South,Manipur,Manipur,Manipur South,b77758319ab8,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0d878470-4f4d-47ed-84d9-adfb86691a70,63f15c5045c0,NEW_DISTRICT,1965,1965-01-01,YEAR,Dharmapuri,Dharmapuri,Tamil Nadu,Salem,Dharmapuri,63f15c5045c0,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0dd8891d-043d-4532-aa25-2afd3b1d2585,f0e994541d4c,NEW_DISTRICT,1997,1997-01-01,YEAR,Balrampur,Balrampur,Uttar Pradesh,Gonda,Balrampur,f0e994541d4c,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0e4acfbe-ae21-430c-b977-746f67ee8368,115049b233bf,RENAME,1991,1991-01-01,YEAR,,,Madras,North Arcot,,115049b233bf,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0e66ed3d-e143-4d1f-8627-4779db8cc5cb,5c5734c2b6af,NEW_DISTRICT,1977,1977-01-01,YEAR,Purba Champaran,Purba Champaran,Bihar,Champaran,Purba Champaran,5c5734c2b6af,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0e8cf764-b5e9-45b1-838c-83f760774456,af86e7e58e11,SPLIT,1998,1998-01-01,YEAR,,,Madhya Pradesh,Jabalpur,,af86e7e58e11,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0eaa62db-9625-4a1b-b917-2ca77df089a7,7eee269287a6,NEW_DISTRICT,1989,1989-01-01,YEAR,Marigaon,Marigaon,Assam,Nowgong,Marigaon,7eee269287a6,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0f0ddbab-792c-4904-8b82-81d4eec82ab1,f4ba249a229f,NEW_DISTRICT,2008,2008-01-01,YEAR,,,Uttar Pradesh,Etah,,f4ba249a229f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0f54f041-8bbf-44ed-bc90-337c5d71c2ea,b2bcfe774805,SPLIT,1995,1995-01-01,YEAR,Dhalai,Dhalai,Tripura,North Tripura,Dhalai,b2bcfe774805,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0f5b8b88-8075-469e-9104-009e96ecfb21,74307a55daf8,NEW_DISTRICT,1997,1997-01-01,YEAR,Imphal West,Imphal West,Manipur,Imphal,Imphal West,74307a55daf8,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0f9be379-bc69-4765-bd3c-2364589d8c2e,5d829792b11a,SPLIT,1989,1989-01-01,YEAR,,,Madras,North Arcot,,5d829792b11a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0fb258cb-907c-48e0-bdce-29a85c897056,60a19ff6ac9b,SPLIT,2017,2017-01-01,YEAR,Lower Siang,Lower Siang,Arunachal Pradesh,West Siang,Lower Siang,60a19ff6ac9b,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0fbacdf7-ceaf-4c70-9557-068b0f7b6ec9,9058669ed917,SPLIT,2014,2014-01-01,YEAR,Alipurduar,Alipurduar,West Bengal,Jalpaiguri,Alipurduar,9058669ed917,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
0ff9eb50-e72f-4abc-8769-0196e4e23490,04d4da5baaa9,NEW_DISTRICT,2016,2016-01-01,YEAR,Kamareddy,Kamareddy,Telangana,Nizamabad,Kamareddy,04d4da5baaa9,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
101875e1-333d-4002-8843-0fdf209f8a5f,7fdb204d2e60,NEW_DISTRICT,2016,2016-01-01,YEAR,Mancherial,Mancherial,Telangana,Adilabad,Mancherial,7fdb204d2e60,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
1061e238-b641-4835-b5df-d1cd49946ff3,29f67bec706a,SPLIT,1997,1997-01-01,YEAR,Davanagere,Davanagere,Karnataka,Chitradurga,Davanagere,29f67bec706a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
10838c1c-33af-4484-ba5e-216cd0bb25c6,7486c11ad94a,SPLIT,1994,1994-01-01,YEAR,Hanumangarh,Hanumangarh,Rajasthan,Ganganagar,Hanumangarh,7486c11ad94a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
109e157f-9741-43b3-9fd4-86f978124e85,bf49126605df,SPLIT,2022,2022-01-01,YEAR,,,Andhra Pradesh,West Godavari,,bf49126605df,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
10ad8586-0c4b-4973-b820-283218834f06,400aebfe9c5d,SPLIT,1998,1998-01-01,YEAR,,,Uttar Pradesh,Banda,,400aebfe9c5d,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
10c24980-cf68-48fa-b574-0d21a41fd220,47d8ff3aed0e,SPLIT,2007,2007-01-01,YEAR,Bijapur,Bijapur,Karnataka,Dantewada,Bijapur,47d8ff3aed0e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
10e5f44a-daaf-4b61-8d8c-9958d768501b,ed0f2c50eb37,NEW_DISTRICT,1953,1953-01-01,YEAR,Khammam,Khammam,Hyderabad,Warangal,Khammam,ed0f2c50eb37,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
10ed26e7-2924-4b7a-bafb-14c01276cc82,7486c11ad94a,NEW_DISTRICT,1994,1994-01-01,YEAR,Hanumangarh,Hanumangarh,Rajasthan,Ganganagar,Hanumangarh,7486c11ad94a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
1119b82c-06a2-40aa-ae2e-08d56c71f288,1cf38fa44576,SPLIT,1980,1980-01-01,YEAR,Wayanad,Wayanad,Kerala,Kozhikode,Wayanad,1cf38fa44576,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11378c49-1387-4f7e-8457-b5822eb43241,e4a13c208675,NEW_DISTRICT,2008,2008-01-01,YEAR,Pratapgarh,Pratapgarh,Rajasthan,Chittaurgarh,Pratapgarh,e4a13c208675,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
116466c9-78fb-400d-9402-de3ae17a3088,e63dfceea59b,NEW_DISTRICT,2016,2016-01-01,YEAR,Sangareddy,Sangareddy,Telangana,Medak,Sangareddy,e63dfceea59b,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
118c5ddb-b533-45dd-bd8e-c32c20acdc6e,79d9c9e83f24,NEW_DISTRICT,2005,2005-01-01,YEAR,Mewat,Mewat,Haryana,Faridabad,Mewat,79d9c9e83f24,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
118f6407-0d82-4eb9-8113-3189ce0ff00f,e8525ad3516f,SPLIT,1999,1999-01-01,YEAR,,,Maharashtra,Bhandara,,e8525ad3516f,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11bbe28d-55f2-4c6e-be27-abd4d3275574,5a3295cfcc05,RENAME,2011,2011-01-01,YEAR,,,Punjab,Muktsar,,5a3295cfcc05,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11bf4916-7756-4f7c-8fbf-9e56b8823492,037ccf410cdd,SPLIT,1977,1977-01-01,YEAR,Pashchim Champaran,Pashchim Champaran,Bihar,Champaran,Pashchim Champaran,037ccf410cdd,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11c38136-c469-42d5-a945-8c60f652fd9f,e3b750cb6e5a,NEW_DISTRICT,1991,1991-01-01,YEAR,Garhwa,Garhwa,Jharkhand,Palamu,Garhwa,e3b750cb6e5a,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11e198e8-cbdc-4faa-834b-7320bbea442b,8d892b28344e,SPLIT,1995,1995-01-01,YEAR,,,Uttar_pradesh,Faizabad,,8d892b28344e,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
11e5cc63-bdd2-4d1e-9261-d00bcce23c70,0f7c4bd0e907,SPLIT,2006,2006-01-01,YEAR,South Andaman,South Andaman,Andaman and Nicobar Islands,,South Andaman,0f7c4bd0e907,1.00,CONFIRMED,149f2020-a4d9-4dff-a50f-44da4f58f1cd
