event_id,event_type,effective_year,district_name,parent_district,child_district,reason_code,reason_description
b89be0a0-dbe9-4938-9bb8-a99c539469a3,SPLIT,2019,,Champhai,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
c6b76829-dd10-4585-88cc-3fd8c1254182,SPLIT,1989,Kaithal,Kurukshetra,Kaithal,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
dda00bab-a432-4f34-bfb7-d2d9eb3a9776,SPLIT,1989,,West Siang,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
eb411d0a-5cee-44fd-9c92-daf4233e11ca,SPLIT,2004,Kiphire,Tuensang,Kiphire,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
fd087a7a-3c66-4fee-9f75-2ad4ab2555bd,SPLIT,2016,,Karimnagar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ffad69ef-d595-413b-aa9c-613f0cda7770,SPLIT,2020,,Barpeta,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
0e8cf764-b5e9-45b1-838c-83f760774456,SPLIT,1998,,Jabalpur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
2d6ed94f-c939-48ed-a815-df2271d97627,SPLIT,1998,,Aizawl,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
36caf7c9-ea95-4f4b-9764-9023d674513e,NEW_DISTRICT,2016,Siddipet,,Siddipet,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3f320923-885b-4e80-9a70-12e880296373,SPLIT,1997,,Naga Hills,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
40109f59-04aa-44b8-bf90-3fbb5d85c5fb,SPLIT,2016,Suryapet,Nalgonda,Suryapet,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5acff2ac-ec5a-461c-b808-11df9d11da47,SPLIT,2016,,Thoubal,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
62ff4bfb-8ce4-4854-9268-1109416da383,NEW_DISTRICT,1997,West,Delhi,West,NO_TARGET_GEOMETRY,Target district lacks physical geometry at event time.
6f9c003a-2146-4ea3-bd31-cebdfaad6558,SPLIT,1993,Sonapur,Balangir,Sonapur,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7ecf4f79-5d09-406a-a623-bcac74cec751,SPLIT,2013,Gir Somnath,Sorath,Gir Somnath,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
805a4a33-6d7d-42e5-9263-29c425879fd1,SPLIT,1997,,Bulandshahr,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
c23f08dd-708e-4029-b712-cd397b4f58ed,SPLIT,2016,Medchal Malkajgiri,Ranga Reddy,Medchal Malkajgiri,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
d5fb28d4-6dd7-49fd-b3c3-e0d4931ef142,SPLIT,2007,,Perambalur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
16c04ef6-6f8e-44f6-b2b5-3024a7859407,SPLIT,2012,Gomati,South Tripura,Gomati,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
2ed0299f-33ff-4cf1-9434-9793b1de2c08,SPLIT,1983,,Sibsagar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
33027270-400d-43bf-a372-d34b8087b111,SPLIT,1991,,Saharsa,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
74abfe69-4308-44fe-8018-7ddf1f6f76b1,SPLIT,1992,Mansa,Bathinda,Mansa,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
e8cae023-e9a2-497a-bf00-b39941f16f05,SPLIT,2004,,Sonitpur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
f1ef96ff-b879-494b-9c01-51ac9de099d1,NEW_DISTRICT,1981,Deoghar,Santhal Parganas,Deoghar,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
4ccea326-cb28-4a50-9794-b8c2dfafd488,SPLIT,1989,Dhemaji,Lakhimpur,Dhemaji,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
54ff2c22-1279-4d45-a73a-477f3118b1e1,SPLIT,1980,,Kozhikode,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
68142cb0-0267-4c3c-a38e-6e4341cb77d1,SPLIT,1988,,,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
68217559-f6e1-4ab3-89c7-01a6b6d7549c,SPLIT,1998,Harda,Hoshangabad,Harda,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
818ba690-3322-4780-aaa9-905dd7f9e211,SPLIT,1991,Bokaro,,Bokaro,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
98056949-feff-471f-818d-465a2d738426,NEW_DISTRICT,2007,Ariyalur,Tiruchchirappalli,Ariyalur,NO_INTERSECTION,Geometries exist but do not spatially intersect.
c378689d-2162-4cce-97e6-dcd4a3a6fa7c,SPLIT,1974,,Andaman and Nicobar Islands,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
d0629089-f038-44b9-ad1e-9d77a94cc37b,SPLIT,1979,,Baramula,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
588c9130-8e0e-4547-b313-47dbdb16574f,NEW_DISTRICT,2016,Suryapet,Nalgonda,Suryapet,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
a29a2c5b-5db0-4088-a8c5-ac5b6a911fea,SPLIT,1998,Chitrakoot,Banda,Chitrakoot,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
47f490b7-edfe-47e3-b79a-a88564962c03,SPLIT,1986,Bengaluru Rural,Bangalore,Bengaluru Rural,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
83acd55e-4e6f-4c27-90ce-17c3fd524a23,SPLIT,2016,,Manipur North,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ad921dd0-5f47-4355-b3ee-55dccec8f8de,SPLIT,2007,Ramgarh,Hazaribag,Ramgarh,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
bd431289-c40f-4ae2-86b3-d86a75fdd0a3,SPLIT,1994,Jharsuguda,Sambalpur,Jharsuguda,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
fc86fd22-c259-4bc0-bd5b-fd4b80fd11da,SPLIT,2016,Wanaparthy,Mahabubnagar,Wanaparthy,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
2d674216-0f41-448a-a8aa-81201bbc9b4d,SPLIT,1972,Nalanda,Patna,Nalanda,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
34a675cc-0ff9-4fba-98ae-bbf38a02f6b8,SPLIT,1956,Kanyakumari,Trivandrum,Kanyakumari,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
34d8f324-97f7-40d1-b1b8-32312e116e43,SPLIT,2023,,Alwar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
47264928-e1c1-4185-bf94-b77e44cca16c,SPLIT,1968,Punch,,Punch,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5d8aacb7-0b80-4da4-a7d5-b0a6e47e6d19,SPLIT,1989,,Cachar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
6457f43a-44e8-4e2d-a79d-9ac9097eeb9a,SPLIT,2020,,Bilaspur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7410d011-b27f-4fe3-9499-ff2f5988c703,NEW_DISTRICT,1992,Dakshin Dinajpur,West Dinajpur,Dakshin Dinajpur,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
7eec6112-d014-4c39-b81c-40901f381341,SPLIT,2010,,Sultanpur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
829d0575-dd6e-409e-8425-8ef0bc77d573,SPLIT,1989,Bongaigaon,,Bongaigaon,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
8a13f756-3a73-49c7-a161-299a7504ab18,SPLIT,2019,,Lunglei,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ba1917d0-d852-475d-8ec5-3a0abfdb8471,SPLIT,1973,,Gaya,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ed577464-89ae-4054-91db-cf48bf745fa8,NEW_DISTRICT,1992,South Garo Hills,West Garo Hills,South Garo Hills,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
f0541955-ef88-40cd-ab9a-7ae672600fad,SPLIT,2016,Tengnoupal,Chandel,Tengnoupal,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
f07d1c27-8438-4893-ac2e-27e25e6e9fca,SPLIT,1981,Jalna,Aurangabad,Jalna,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
2771100e-5035-48cc-babd-73d52f0e5425,NEW_DISTRICT,2021,,Dimapur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3cd06bff-7efe-4ce4-9cbc-2d23c7752771,SPLIT,2011,,Surguja,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3ed7c82d-63d4-4a14-828a-5cf328fee89e,NEW_DISTRICT,2022,,,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ad4447dc-d962-48c9-9271-094ac97de81f,NEW_DISTRICT,1989,East Siang,West Siang,East Siang,NO_TARGET_GEOMETRY,Target district lacks physical geometry at event time.
d697ec0b-afd6-49a1-9957-09feb47c2b44,SPLIT,2022,,Vizianagaram,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
de6fc419-8ae7-40a4-93ca-5bed48ecf2bd,SPLIT,1997,Champhai,Aizawl,Champhai,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
029b70dc-ef7e-45b7-8a28-f815036b0677,SPLIT,1972,,Rohtak,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
0971cd6b-f135-47f8-b914-ce14659a2d82,SPLIT,1981,,Saharsa,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
b2b118cd-91ea-41aa-87b9-19b6bef96236,SPLIT,1989,Firozabad,Mainpuri,Firozabad,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
bcef730e-ae90-4acb-b46c-12cd11e11934,SPLIT,1987,Upper Subansiri,,Upper Subansiri,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
010b7fd8-bc16-4959-bb0c-5ad3acba19e5,NEW_DISTRICT,2022,,Visakhapatnam,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
185f6f40-f576-4ee2-add8-55f6629312fc,SPLIT,2015,Hojai,Nowgong,Hojai,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7ab73c7b-e13d-447f-83ac-e636e6fb8280,SPLIT,1989,Sonbhadra,Mirzapur,Sonbhadra,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
99d43ce7-9037-40b9-aad4-e9cab165baa2,SPLIT,1997,Porbandar,Sorath,Porbandar,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
a5ab1912-76c2-450f-8404-d3e52cc9bacc,SPLIT,2003,,Guna,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
e6791a8f-ae76-48b0-bcd7-0c90527ed484,SPLIT,1997,,Raichur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ee738b4e-26b6-4cff-86ea-d7a0f02e69aa,SPLIT,1983,Sahibganj,Santhal Parganas,Sahibganj,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
1fcc5483-e8cd-4c87-a8b5-4ed1e30a1586,NEW_DISTRICT,1997,Karauli,Sawai Madhopur,Karauli,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
3032148a-0c74-4907-aca5-bf8ed7cd2667,SPLIT,2011,,Gurdaspur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
4190cfec-24fa-4ed5-a05e-71d48cfc8a42,SPLIT,2016,Rajanna Sircilla,Karimnagar,Rajanna Sircilla,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
658ed1fb-99c6-4600-af0e-bc9999d0b202,SPLIT,1972,,Bathinda,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
67cbde8a-9588-4ca1-a6bb-c95135c55869,SPLIT,1997,,Salem,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
69d695d1-8dde-4169-98f3-919e5b30964c,SPLIT,1987,,Sibsagar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7500acf1-2228-402a-a153-50cbca034b21,SPLIT,1983,,Goalpara,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
a268ef0a-b42c-49ba-b172-b213fe9dc5a9,SPLIT,1956,Udhampur,Jammu and Kashmir,Udhampur,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
abc4cea8-3652-456e-a4af-0a028dfd2375,NEW_DISTRICT,1983,Kokrajhar,Goalpara,Kokrajhar,NO_INTERSECTION,Geometries exist but do not spatially intersect.
d960b4d3-b2ef-4cfb-a65e-a8a2fc04008e,SPLIT,1998,,Kolaba,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
101875e1-333d-4002-8843-0fdf209f8a5f,NEW_DISTRICT,2016,Mancherial,Adilabad,Mancherial,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
1061e238-b641-4835-b5df-d1cd49946ff3,SPLIT,1997,Davanagere,Chitradurga,Davanagere,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
2054b337-dac8-45f6-b6eb-b2f97dd08d9a,NEW_DISTRICT,1998,Barwani,West Nimar,Barwani,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
371caae1-b09c-41b5-aca5-e3535100aa5a,NEW_DISTRICT,1969,Malappuram,,Malappuram,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3971ff56-73e3-4fb7-bd21-786dbd406a69,SPLIT,1989,,North Arcot,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3ff3c8ef-7e22-47cc-990d-8df660e58821,SPLIT,2020,,Barpeta,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
43357cbe-9dda-4899-b25d-c082879896f3,SPLIT,2023,,,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5209c254-6ece-467c-9d62-ed5280c6fde1,SPLIT,2001,Latehar,Palamu,Latehar,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7391744e-0037-4513-8afe-163d7845f7d3,SPLIT,2023,,Alwar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7727e6c2-42d7-4796-a780-9bf0567a79ca,NEW_DISTRICT,1972,Hamirpur,Kangra,Hamirpur,NO_INTERSECTION,Geometries exist but do not spatially intersect.
792e90a1-a354-4039-bf3d-3cbb46c42f87,SPLIT,2004,Longleng,Tuensang,Longleng,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7a488f09-e6a2-46fc-8cba-bf4262e7ba82,SPLIT,2023,,,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
8ec39a59-1ee5-4f95-928e-42f2adb641f0,SPLIT,1989,,Kurukshetra,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
918cea92-3965-4a3b-8336-8840b52b76f9,SPLIT,1986,,Gaya,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
95b1fc3f-fb29-43a8-94db-bedb4267431a,SPLIT,2012,,East Garo Hills,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
c157c743-b032-4f32-950b-eae6c31d7c98,NEW_DISTRICT,2022,,East Godavari,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
d4187a8c-487e-43bd-b8f4-e12eed34090e,SPLIT,1997,,Nagapattinam,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
e22b21e0-e21f-4309-93c3-190ba3eb9bdc,SPLIT,1993,Khordha,Puri,Khordha,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5a0c0a17-2b7a-4145-9b71-83ed8c14471f,SPLIT,1993,Nayagarh,Puri,Nayagarh,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
64069488-42c2-428f-a95b-f3639fe7f2e2,SPLIT,2021,,East,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
77931594-1fd7-4220-849b-6786614242f5,SPLIT,1964,Gandhinagar,Mahesana,Gandhinagar,NO_INTERSECTION,Geometries exist but do not spatially intersect.
8d6be908-64bd-4a42-90a2-b74a6061a5c9,NEW_DISTRICT,1998,Korba,Bilaspur,Korba,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
b593f6ad-f6a3-4568-8df8-eb9e1fd77afa,SPLIT,1979,,Ladakh,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
10838c1c-33af-4484-ba5e-216cd0bb25c6,SPLIT,1994,Hanumangarh,Ganganagar,Hanumangarh,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
109e157f-9741-43b3-9fd4-86f978124e85,SPLIT,2022,,West Godavari,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
244b866d-0dff-4263-ab1c-60e30e4d076d,SPLIT,1956,Kathua,Jammu and Kashmir,Kathua,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
2ef6c264-dc2f-466b-870f-95f9f1920024,SPLIT,2011,,Moradabad,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
6f84a30f-44db-48af-a096-2530b9d91dbf,SPLIT,1991,,,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
db9367d8-a555-405f-86a0-738a372663ef,SPLIT,1976,,Bulandshahr,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
e5b739ad-dfa2-45fe-93f2-984fe5bfb52f,NEW_DISTRICT,1991,Bokaro,,Bokaro,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
29a0c1c2-05b5-45d9-a283-ccff1cba4077,SPLIT,2016,,Jorhat,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3093c5e1-d30c-40b8-9bc4-ef71b68834b8,SPLIT,2007,Ramanagara,Bengaluru Rural,Ramanagara,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
4d6e9ced-77ce-4e5a-8904-7621e4eaf7c6,NEW_DISTRICT,1957,Alleppey,,Alleppey,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
4f2a5901-19f6-47a6-ac6f-e5ca2a231fef,NEW_DISTRICT,1997,Gautam Buddha Nagar,,Gautam Buddha Nagar,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5bfb361d-0a36-4e42-bded-05d9b50046c4,SPLIT,1994,Kodarma,Hazaribag,Kodarma,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
6120b294-a2d6-4db7-8414-112c2064ae94,SPLIT,1997,,Nagapattinam,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
79167724-9d87-4428-aca0-c020cb96add1,SPLIT,1997,Auraiya,Etawah,Auraiya,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
7f0b0df5-ce24-4bb0-a411-b451b835d714,SPLIT,2014,,Jalpaiguri,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
8014729c-6eea-4900-b001-5308a364a7cb,SPLIT,2011,Fazilka,Firozpur,Fazilka,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
a8fac086-983c-4774-85a1-a2ba5ede31f3,NEW_DISTRICT,2021,,Dimapur,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ac63f9e4-f679-45a1-995b-30ab4a1a9b7e,NEW_DISTRICT,1987,Lower Subansiri,,Lower Subansiri,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3528586d-156d-4742-8a50-1ef898dba89a,NEW_DISTRICT,2016,Medchal Malkajgiri,Ranga Reddy,Medchal Malkajgiri,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
53f668e4-e240-4f88-aa58-fe1b5c80febe,SPLIT,2021,,Bellary,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
762e7b97-5ff6-41b8-910d-da342b4c0ee0,SPLIT,2016,,Khammam,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
78e77d53-dcca-4955-a06d-2ee5730bbb71,SPLIT,2016,Sangareddy,Medak,Sangareddy,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
cd20d14d-36a5-403b-adc9-b9e7e123cf58,SPLIT,2015,Siang,West Siang,Siang,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
da7bef8a-24ed-40bd-94c8-9d4d0a1f5bb0,SPLIT,1987,Changlang,Tirap,Changlang,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
ecff683e-5f0a-49f8-a5d2-c4bcd374482b,SPLIT,2021,,East,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
15400476-0346-4bb8-b6bf-375d69290dc3,SPLIT,2023,,Sikar,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3e7456e2-5e36-4684-887d-c11931d3bb05,SPLIT,2007,,Bengaluru Rural,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
3f55bdc3-7623-425b-ae2b-4144642f5747,SPLIT,1991,Garhwa,Palamu,Garhwa,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
5a557b91-dfb4-4d85-b0b7-27dd839bc4e9,NEW_DISTRICT,1998,Dhamtari,Raipur,Dhamtari,NO_SOURCE_GEOMETRY,Source district lacks physical geometry at event time.
637e27d1-8ede-4deb-9582-9886489ebf27,NEW_DISTRICT,2001,Simdega,Gumla,Simdega,NO_INTERSECTION,Geometries exist but do not spatially intersect.
69cff992-dc5e-432b-8434-b93f280c9373,SPLIT,1994,,Varanasi,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
74f1f04c-bcec-4618-ac36-d6f75443a661,SPLIT,1958,,Kottayam,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
778c298e-ef7d-49b9-b849-a77963097d9a,SPLIT,2011,Pathankot,Gurdaspur,Pathankot,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
9b96f0c9-7acd-4f48-8af1-59c58bdcb50f,SPLIT,2007,,Ranchi,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
b7472fa2-8b9e-4c8f-8f7d-936c1907793a,SPLIT,1992,,West Garo Hills,,MISSING_LINEAGE,Event lacks documented district relationships in lineage.
